ADR name,Web Mean AUC,Paper Mean AUC,Positive Count
Skin_disorder,0.80002,-,120.0
Serum_bicarbonate_increased,nan,-,
Candiduria,nan,-,3.0
Gastrointestinal_infection,nan,-,9.0
Hyperchlorhydria,nan,-,9.0
Inflammation,0.810446,-,116.0
Contrast_media_reaction,nan,-,4.0
Herpes_virus_infection,0.796064,-,134.0
Infertility_male,nan,-,2.0
Cramp_of_limb,nan,-,
Skin_infection,0.541636,-,22.0
Cranial_nerve_disorder,nan,-,1.0
Skin_irritation,0.565345,-,33.0
Joint_swelling,0.450454,-,31.0
Mediastinitis,nan,-,0.0
Metastatic_renal_cell_carcinoma,nan,-,1.0
Mediastinum_neoplasm,nan,-,0.0
Mediastinal_disorder,0.781047,-,114.0
Carcinoma_testes,nan,-,
Lenticular_opacities,0.535819,-,18.0
Choriocarcinoma,nan,-,1.0
Acute_dyspnea,nan,-,
Epidermodysplasia_verruciformis,nan,-,2.0
Respiratory_moniliasis,nan,-,2.0
Epidermolysis_bullosa,nan,-,4.0
Vulva_discomfort,nan,-,
Forced_expiratory_volume_decreased,nan,-,1.0
Eyelid_irritation,nan,-,2.0
Juvenile_arthritis,nan,-,
Amniotic_cavity_infection,nan,-,0.0
Salivary_gland_disorder,nan,-,5.0
Bladder_disorder,nan,-,5.0
Bladder_distension,nan,-,
Blackwater_fever,nan,-,
Voice_disturbance,nan,-,
Calculus_bladder,nan,-,3.0
Yawning,0.740668,-,29.0
Peripheral_coldness,0.450087,-,26.0
Coombs_test_positive,nan,-,6.0
Pyelitis,nan,-,
Seasonal_allergy,0.648798,-,16.0
Ischaemic_cardiomyopathy,nan,-,1.0
Central_scotoma,nan,-,
Malignant_glioma,nan,-,1.0
Skin_wrinkling,nan,-,2.0
Wakefulness,nan,-,
Priapism,0.744289,-,38.0
Progressive_renal_failure,nan,-,
Leukemoid,nan,-,
Keratopathy,0.476958,-,11.0
Bradykinesia,0.542019,-,14.0
Prostate_cancer,nan,-,10.0
Calculus_urinary,nan,-,10.0
Muscle_fibrosis,nan,-,1.0
Aortic_bruit,nan,-,1.0
Skin_depigmentation,nan,-,2.0
Palmar_erythema,nan,-,1.0
Dysautonomia,nan,-,
Erythema_multiforme,0.773141,-,201.0
Ptosis,nan,-,
Convulsive_seizure,nan,-,
Soft_tissue_disorder,nan,-,5.0
Dysentery,nan,-,5.0
Eye_pruritus,0.527132,-,28.0
Biliary_tract_disorder,nan,-,2.0
Hepatitis_viral,nan,-,1.0
Hip_dysplasia,nan,-,
Bone_development_abnormal,nan,-,1.0
Fungal_rash,nan,-,
Nasal_congestion,0.797135,-,124.0
Proteinuria,0.796424,-,82.0
Bowel_sounds_decreased,nan,-,
Nasal_obstruction,nan,-,1.0
Precordial_pain,nan,-,
Lightheadedness,nan,-,
Lymphocyte_abnormal,nan,-,
Glossodynia,0.561677,-,20.0
Throat_tightness,0.799435,-,37.0
Miliaria,0.891661,-,34.0
Shock_hypoglycaemic,nan,-,5.0
Menopausal_symptoms,nan,-,8.0
Adenoma_benign,0.649465,-,13.0
Avitaminosis,nan,-,
Scrotal_pain,nan,-,2.0
Failed_induction_of_labour,nan,-,0.0
Testicular_atrophy,nan,-,7.0
Actinic_keratosis,nan,-,2.0
Poliomyelitis,nan,-,3.0
Pancreatic_pseudocyst,nan,-,4.0
Completed_suicide,0.841833,-,63.0
Hepatic_echinococciasis,nan,-,1.0
Obstruction,0.770919,-,103.0
Teratogenicity,0.540583,-,17.0
Generalized_aching,nan,-,
Retinal_detachment,0.724453,-,17.0
Sore_mouth,nan,-,
White_blood_cell_count_low,nan,-,
Psychotic_disorder,0.766708,-,130.0
Bedridden,nan,-,0.0
Pelvic_haematoma,nan,-,0.0
Parotid_swelling,nan,-,
Back_disorder,nan,-,2.0
Ischaemic_stroke,nan,-,8.0
Renal_insufficiency_aggravated,nan,-,
Ocular_surface_disease,nan,-,1.0
Oppositional,nan,-,
Motion_sickness,nan,-,7.0
Nail_changes,nan,-,
Idiopathic_hypertrophic_subaortic_stenosis,nan,-,
Retching,0.386658,-,17.0
Skin_breakdown,nan,-,
Psychotic_behaviour,nan,-,2.0
Vascular_insufficiency,nan,-,6.0
Klinefelter's_syndrome,nan,-,0.0
Dermatitis_eyelid,nan,-,
Microcytic_anaemia,nan,-,4.0
Normocytic_anemia,nan,-,
Dyspnoea_exertional,0.449393,-,12.0
Pathological_fracture,0.807737,-,48.0
Alkalosis_hypokalaemic,0.943541,0.9741,21.0
Gastrointestinal_motility_disorder,nan,-,2.0
Atrial_hypertrophy,nan,-,1.0
Diplopia,0.798673,-,139.0
Azotemia_prerenal,nan,-,
Second_primary_malignancy,0.836513,-,24.0
Supraventricular_tachycardia,0.768661,-,61.0
Face_oedema,0.733269,-,171.0
Eosinophilic_pneumonia,nan,-,9.0
Drug_hypersensitivity,0.359816,-,16.0
Smear_cervix_abnormal,nan,-,4.0
Spasm_generalised,nan,-,
Reflexes_abnormal,nan,-,2.0
Cataract_unilateral,nan,-,
Capillary_fragility,nan,-,6.0
Glucose_tolerance_decreased,0.619262,-,17.0
Disease_recurrence,nan,-,1.0
Extensor_plantar_response,nan,-,3.0
Muscular_weakness,0.779416,-,186.0
Mucous_membrane_disorder,0.736312,-,33.0
Poikilocytosis,nan,-,1.0
Spinal_osteoarthritis,nan,-,1.0
Amaurosis,nan,-,1.0
Cutaneous_hypersensitivity,nan,-,
Postpartum_haemorrhage,nan,-,1.0
Amnesia_transient,nan,-,
Retroperitoneal_fibrosis,nan,-,5.0
Cataract_subcapsular,0.925682,0.9353,36.0
Acute_respiratory_distress_syndrome,0.673929,-,27.0
Analgesia,nan,-,
Personality_disorder,0.663946,-,36.0
Furuncle,0.61188,-,42.0
Respiratory_insufficiency,nan,-,
White_blood_cell_count_decreased,0.531122,-,27.0
Arterial_stenosis,0.724777,-,11.0
Aortic_valve_sclerosis,nan,-,0.0
Choroidal_detachment,nan,-,1.0
Nail-patella_syndrome,nan,-,3.0
Ingrowing_nail,nan,-,4.0
Rib_pain,nan,-,
Cough_increased,nan,-,
Hyperpathia,nan,-,2.0
Reaction_gastrointestinal,nan,-,
Attention_deficit_disorder,nan,-,
Rebound_hypertension,nan,-,
Serum_phosphate_increased,nan,-,
Poor_peripheral_circulation,nan,-,2.0
Myelosuppression,nan,-,
Blood_gases_abnormal,nan,-,0.0
Neurologic_reaction,nan,-,
Neurological_symptom,0.607048,-,13.0
Faecalith,0.477879,-,18.0
Coronary_artery_stenosis,nan,-,1.0
Nipple_tenderness,nan,-,
Blood_lactate_dehydrogenase_increased,0.791799,-,64.0
Hypersensitive_syndrome,nan,-,
Ca++_increased,nan,-,
Lethargy,0.727895,-,121.0
Type_1_diabetes_mellitus,nan,-,5.0
Nail_thinning,nan,-,
Saliva_altered,nan,-,3.0
Bursitis,0.694388,-,50.0
Depressive_disorder,nan,-,
Penile_infection,nan,-,1.0
Eczema_herpeticum,nan,-,7.0
Cyanosis,0.721712,-,50.0
Scotoma_annular,nan,-,
Vision_blurred,0.805852,-,282.0
Gestational_diabetes,nan,-,1.0
Gastric_erosions,nan,-,
Nodular_regenerative_hyperplasia,nan,-,4.0
Dissociative_disorder,nan,-,1.0
High_risk_pregnancy,nan,-,0.0
Laryngospasm,0.80071,-,58.0
Hypersensitivity,0.792398,-,504.0
Transient_insomnia,nan,-,
Intentional_self-injury,nan,-,2.0
Osteoporotic_fracture,0.44503,-,11.0
Tooth_malformation,nan,-,1.0
Poor_concentration,nan,-,
Tonsillitis,0.420681,-,18.0
Paroxysmal_atrial_tachycardia,nan,-,
Dependence,0.84112,-,17.0
Parotitis,nan,-,8.0
Gout_acute,nan,-,
Wound_haemorrhage,nan,-,6.0
Hepatitis_cholestatic,0.59879,-,33.0
Gout_flare,nan,-,
Fluid_and_electrolyte_imbalance,nan,-,
Aphagia,nan,-,1.0
Breast_engorgement,0.437322,-,12.0
Otitis_media_chronic,nan,-,1.0
Footdrop,nan,-,
Colon_atonic,nan,-,
Hypochloraemia,0.576575,-,11.0
Hyperphosphataemia,0.736761,-,29.0
Hypophosphataemia,0.831567,-,52.0
Shock_insulin,nan,-,
Endometrial_hyperplasia,nan,-,5.0
Vocal_cord_paresis,nan,-,5.0
Intermittent_fever,nan,-,
Anosognosia,nan,-,1.0
Atrial_tachycardia,nan,-,9.0
Onychoclasis,nan,-,1.0
Inner_ear_infection,nan,-,
Metabolic_alkalosis,nan,-,4.0
Parametritis,nan,-,1.0
Oral_candidiasis,0.848115,-,75.0
Emphysema,0.511281,-,11.0
Occipital_neuralgia,nan,-,1.0
Cervicitis,nan,-,4.0
Pulmonary_oedema,0.767799,-,131.0
Oral_lesion,nan,-,
Candida_infection,0.812476,-,140.0
Pulmonary_eosinophilia,0.508066,-,19.0
Pulmonary_fibrosis,0.739711,-,53.0
Cervical_dysplasia,nan,-,5.0
Uterine_cervical_erosion,nan,-,7.0
Neural_hearing_loss,nan,-,
Intermittent_claudication,0.415766,-,17.0
Oscillopsia,nan,-,1.0
Mental_state_abnormal,nan,-,
Hypovolaemia,0.538443,-,19.0
Hypochondriasis,nan,-,1.0
Lymphadenopathy_cervical,nan,-,
Rash_morbilliform,nan,-,2.0
Basal_cell_carcinoma,0.426488,-,21.0
Causalgia,nan,-,
Peptic_ulcer,0.81859,-,71.0
Xanthopsia,0.841923,0.9103,14.0
Liver_abscess,nan,-,1.0
Peptic_ulcer_perforation,nan,-,2.0
Leukopenia,0.790648,-,357.0
Violent,nan,-,
Pleuropericarditis,nan,-,0.0
Physical_wandering,nan,-,
Glomerulonephropathy,nan,-,2.0
Bullous_eruption,nan,-,
Rash_bullous,nan,-,
Corneal_irritation,nan,-,0.0
Labored_breathing,nan,-,
Renal_function_test_abnormal,nan,-,4.0
Mesenteric_ischemia,nan,-,
Cystic_fibrosis,nan,-,0.0
Encopresis,nan,-,0.0
Rash_erythematous,0.74739,-,58.0
Panniculitis,nan,-,3.0
Blood_chloride_decreased,nan,-,1.0
Chronic_renal_insufficiency,nan,-,
Glomerulonephritis_rapidly_progressive,nan,-,1.0
Congenital_genital_malformation,nan,-,2.0
Gait_disturbance,0.837978,-,90.0
Pharyngeal_haemorrhage,nan,-,1.0
Blood_sodium_increased,nan,-,10.0
Angular_cheilitis,nan,-,
Libido_increased,0.821554,-,53.0
Perceptual_disturbance,nan,-,
Hepatobiliary_disease,0.776839,-,83.0
Welts,nan,-,
Friction_rub,nan,-,
Lymphoma,0.742998,-,42.0
Peritonitis_biliary,nan,-,
Infarction_mesenteric,nan,-,
Cardiac_pain,nan,-,
Hydrocephalus_acquired,nan,-,
Numbness_in_fingers,nan,-,
Dry_cough,nan,-,
Breast_enlargement,0.81627,-,53.0
Breast_neoplasm_benign_female,nan,-,
Hemolytic_reaction,nan,-,
Coronary_artery_occlusion,nan,-,3.0
Argininosuccinate_synthetase_deficiency,nan,-,1.0
Panic_disorder_with_agoraphobia,nan,-,1.0
Arteriospasm_coronary,nan,-,6.0
Coronary_artery_thrombosis,nan,-,9.0
Inflammatory_bowel_disease,0.849882,-,23.0
Pulmonary_thromboembolism,nan,-,
Tendonitis,0.54795,-,35.0
Myasthenic_syndrome,nan,-,5.0
Shakiness,nan,-,
Facial_nerve_disorder,nan,-,4.0
Congenital_skin_disorder,nan,-,5.0
Fasciitis,nan,-,10.0
Coma_hepatic,0.686196,-,11.0
Heart_disease_congenital,nan,-,7.0
Gastric_atony,nan,-,1.0
Chorea,0.510964,-,18.0
Psychogenic_vaginismus,nan,-,
Polyneuropathy,0.51245,-,21.0
Sinus_congestion,0.781092,-,45.0
Congenital_clubfoot,nan,-,
Atrophy,0.84246,-,79.0
Swelling_of_knees,nan,-,
Abdominal_aortic_aneurysm,nan,-,
Cyst_epidermal,nan,-,
Angioedema,0.764609,-,287.0
Prolactinoma,nan,-,2.0
Retrograde_amnesia,nan,-,1.0
Venous_thrombosis,0.742252,-,89.0
Amnesia,0.760916,-,133.0
Toxic_epidermal_necrolysis,0.800066,-,204.0
Neurogenic_bladder,nan,-,4.0
Bladder_neoplasm,nan,-,2.0
Bladder_neck_obstruction,nan,-,0.0
Gastric_polyps,nan,-,5.0
Dizzy_spells,nan,-,
Hepatoblastoma,nan,-,1.0
Gastrointestinal_dysplasia,nan,-,1.0
Acute_interstitial_nephritis,nan,-,
Blast_cell_crisis,nan,-,1.0
Retinal_vein_occlusion,nan,-,6.0
Exacerbation_of_asthma,nan,-,
Kaposi's_sarcoma,nan,-,3.0
Oesophagitis_ulcerative,0.92532,0.9343,26.0
Dysplasia,nan,-,10.0
Laboratory_test_abnormal,0.493737,-,31.0
Sleep_disturbance,nan,-,
Photosensitivity_allergic_reaction,nan,-,
Sleep_apnoea_syndrome,0.620956,-,11.0
Oestrogenic_effect,nan,-,2.0
Spots_before_eyes,nan,-,
Vivid_dreams,nan,-,
Uterine_neoplasm,nan,-,3.0
Ketonuria,nan,-,6.0
Enterocolitis,0.777813,-,45.0
Convulsion,0.737085,-,356.0
Pseudomembranous_enterocolitis,nan,-,
Serum_potassium_increased,nan,-,
Faecal_incontinence,0.670771,-,41.0
Febrile_convulsion,nan,-,1.0
Red_blood_cell_abnormality,nan,-,7.0
Endometritis,nan,-,5.0
Subclinical_hypothyroidism,nan,-,
Superior_vena_cava_syndrome,nan,-,0.0
Claudication,nan,-,
Endometrial_neoplasm,nan,-,1.0
Injection_site_phlebitis,nan,-,4.0
Dysgeusia,0.692174,-,251.0
Endometriosis,nan,-,9.0
Oligomenorrhoea,nan,-,7.0
International_normalised_ratio_increased,nan,-,7.0
Nasal_polyps,nan,-,4.0
Fertilization,nan,-,
Nasopharyngeal_disorder,nan,-,
Chest_tightness,nan,-,
Malnutrition,nan,-,3.0
Ketosis,nan,-,10.0
Phosphate_increased,nan,-,
Salpingitis,0.427578,-,13.0
Asterixis,nan,-,6.0
Hypogammaglobulinaemia,nan,-,1.0
Hypokinesia,0.774326,-,63.0
Uterine_perforation,nan,-,2.0
Hallucination,0.762019,-,214.0
Neutrophil_count_increased,nan,-,5.0
Central_obesity,nan,-,3.0
Breath_odour,0.570163,-,27.0
Uterine_leiomyoma,0.390765,-,22.0
Gastritis_erosive,nan,-,3.0
Uterine_disorder,0.490744,-,12.0
Uterine_polyp,nan,-,1.0
Uterine_atony,nan,-,2.0
Uterine_haemorrhage,0.567127,-,34.0
